horizon_sessions,factor,factor_label,factor_type,target,version,mean_rank_ic,rank_ic_ir,positive_ic_rate,top_bottom_spread,period_count
60,risk_gap_extreme_down_60d,跳空与极端下跌风险,风险因子,回撤风险,原始,0.19802596626148056,1.3740612901321703,0.8928571428571429,0.06676323249584706,28
60,risk_gap_extreme_down_60d,跳空与极端下跌风险,风险因子,回撤风险,中性化,0.14296831580536698,1.180868879986153,0.8571428571428571,0.034934152222920706,28
60,risk_crowding_quarter_change,拥挤度季度变化,风险因子,回撤风险,原始,0.11524632747140291,0.6717405682903439,0.7142857142857143,0.030285783215598147,28
60,risk_crowding_quarter_change,拥挤度季度变化,风险因子,回撤风险,中性化,0.09776110263715189,0.8221510553344021,0.8214285714285714,0.03224019613070886,28
60,risk_intraday_atr_20d,20日日内振幅/ATR,风险因子,回撤风险,原始,0.31587409196287275,1.6161363205694441,0.9642857142857143,0.09774403184217009,28
60,risk_intraday_atr_20d,20日日内振幅/ATR,风险因子,回撤风险,中性化,0.2518517832814054,1.7680378915865542,0.9285714285714286,0.08372163860674793,28
120,trend_5d,5日趋势,收益因子,收益,原始,0.024225874904116883,0.17250878616739454,0.5,0.0211518299035692,14
120,trend_5d,5日趋势,收益因子,收益,中性化,0.007014442572210631,0.08069085633964715,0.5,-0.006240434329858678,14
120,trend_20d,20日趋势,收益因子,收益,原始,0.013878780646560451,0.08122136296300071,0.42857142857142855,0.002542518345027195,14
120,trend_20d,20日趋势,收益因子,收益,中性化,0.020769306412150947,0.2033977824715082,0.5,-0.028859702899664164,14
120,trend_60_ex_20,60日剔除近20日趋势,收益因子,收益,原始,-0.02508437926195462,-0.19156904304870115,0.42857142857142855,0.024655104932204366,14
120,trend_60_ex_20,60日剔除近20日趋势,收益因子,收益,中性化,0.006238434896358266,0.06400681329046189,0.5,0.041210684936763886,14
120,trend_120_ex_20,120日剔除近20日趋势,收益因子,收益,原始,0.01626893544251273,0.07930879212973496,0.5,0.015390182081132568,14
120,trend_120_ex_20,120日剔除近20日趋势,收益因子,收益,中性化,0.031898965343523385,0.22182074417254424,0.6428571428571429,0.03434573524474331,14
120,value_bp,账面市值比（BP）,收益因子,收益,原始,0.10683705976067738,0.41808077443770786,0.7142857142857143,0.018982235789735534,14
120,value_bp,账面市值比（BP）,收益因子,收益,中性化,0.025762253198276467,0.2500901281438806,0.6428571428571429,0.019723904107129077,14
120,value_ep,盈利收益率（EP）,收益因子,收益,原始,0.02662428652650154,0.1279327451701649,0.5714285714285714,-0.0016447551427195787,14
120,value_ep,盈利收益率（EP）,收益因子,收益,中性化,-0.004199284427700194,-0.040044903200330474,0.5714285714285714,-0.005337257474541723,14
120,liquidity_turnover_20d,20日平均换手率,收益因子,收益,原始,-0.06381385363035151,-0.373696808429868,0.42857142857142855,0.006304774169592041,14
120,liquidity_turnover_20d,20日平均换手率,收益因子,收益,中性化,-0.04919362484495742,-0.7343416989906035,0.21428571428571427,-0.027079204375375365,14
120,crowding_max_return_20d,20日最大单日涨幅,收益因子,收益,原始,-0.0698223939141925,-0.5751398265049825,0.2857142857142857,0.021245198349646624,14
120,crowding_max_return_20d,20日最大单日涨幅,收益因子,收益,中性化,-0.013767985983548838,-0.16383773059374102,0.42857142857142855,0.005178742011782048,14
120,risk_volatility_20d,20日波动率风险,风险因子,回撤风险,原始,0.331320227184362,2.352765125475043,1.0,0.12783631628727965,14
120,risk_volatility_20d,20日波动率风险,风险因子,回撤风险,中性化,0.2680638496225884,2.5189844556262826,1.0,0.10363903264518676,14
120,risk_volatility_60d,60日波动率风险,风险因子,回撤风险,原始,0.3377680435737419,2.295743346284317,1.0,0.1299059109909126,14
120,risk_volatility_60d,60日波动率风险,风险因子,回撤风险,中性化,0.2681034103536871,2.5697022115048282,1.0,0.10137442090718074,14
120,risk_drawdown_60d,距60日高点回撤风险,风险因子,回撤风险,原始,0.07785034757847804,0.5175486491309115,0.7142857142857143,0.022003486197610667,14
120,risk_drawdown_60d,距60日高点回撤风险,风险因子,回撤风险,中性化,0.05909412092440404,0.6190637210512558,0.6428571428571429,0.013204597001872126,14
120,risk_max_return_20d,20日最大单日涨幅风险,风险因子,回撤风险,原始,0.2688066259142216,2.446456687502595,1.0,0.09291057242360548,14
120,risk_max_return_20d,20日最大单日涨幅风险,风险因子,回撤风险,中性化,0.2270942181340974,2.5710589563432618,1.0,0.07620651337051018,14
120,risk_downside_volatility_60d,60日下行波动率风险,风险因子,回撤风险,原始,0.24061105653859877,1.7497258869402088,0.9285714285714286,0.10521690392598293,14
120,risk_downside_volatility_60d,60日下行波动率风险,风险因子,回撤风险,中性化,0.17840733257578636,1.9338520594539346,1.0,0.07390525935012793,14
120,risk_residual_volatility_60d,60日残差波动率风险,风险因子,回撤风险,原始,0.322701941311824,2.4574247174757224,1.0,0.12271086290628379,14
120,risk_residual_volatility_60d,60日残差波动率风险,风险因子,回撤风险,中性化,0.2594979912975591,2.9083957176112794,1.0,0.09757291580511371,14
120,risk_liquidity_pressure_60d,60日流动性压力,风险因子,回撤风险,原始,-0.09120634968803135,-0.5110303527964779,0.2857142857142857,-0.03435955073096511,14
120,risk_liquidity_pressure_60d,60日流动性压力,风险因子,回撤风险,中性化,-0.06973281524983625,-0.7790366885440542,0.14285714285714285,-0.011677964933175161,14
120,risk_cvar_60d,60日尾部损失（CVaR）,风险因子,回撤风险,原始,0.25768392987336425,1.8437323529610132,0.9285714285714286,0.10369106352698426,14
120,risk_cvar_60d,60日尾部损失（CVaR）,风险因子,回撤风险,中性化,0.19310509889261399,1.879496235981832,1.0,0.07779311640089207,14
120,risk_market_beta_60d,60日沪深300 Beta,风险因子,回撤风险,原始,0.14850100705100175,0.7057281161811602,0.7857142857142857,0.03995868982751849,14
120,risk_market_beta_60d,60日沪深300 Beta,风险因子,回撤风险,中性化,0.059590097957727184,0.37808954632012665,0.6428571428571429,0.01603779766149452,14
