horizon_sessions,test_year,model,target,mean_rank_ic,rank_ic_ir,positive_ic_rate,top_decile_target,bottom_decile_target,top_bottom_spread,rebalance_count,observation_count,demeaned_rmse,demeaned_mae,top_decile_recall
20,2023,动态申万医疗7因子-Ridge,未来最大不利波动（MAE）,0.33011361465349803,2.8153581306601234,1.0,0.09556928716579322,0.04040983276419854,0.05515945440159468,12,4683,0.04565559405538918,0.030844699889223996,0.29957805907172996
20,2024,动态申万医疗7因子-Ridge,未来最大不利波动（MAE）,0.2964564223305084,1.7790091437333901,1.0,0.13652532216719773,0.06965823245886978,0.06686708970832793,12,5675,0.05816070603871142,0.039400158057823965,0.2847222222222222
20,2025,动态申万医疗7因子-Ridge,未来最大不利波动（MAE）,0.32881142382304723,3.361637169872912,1.0,0.09595437638091797,0.03383298691275276,0.06212138946816522,12,5704,0.04783780110149663,0.03036559297497422,0.3576388888888889
20,2026,动态申万医疗7因子-Ridge,未来最大不利波动（MAE）,0.3073983388429945,5.237392650327814,1.0,0.1301242904777072,0.05842441752190825,0.07169987295579895,6,2873,0.05785497902973152,0.03981432426344617,0.3784722222222222
