horizon_sessions,test_year,model,factor,factor_label,coefficient
120,2023,收益模型,liquidity_turnover_20d,20日平均换手率,-0.005838445158898475
120,2023,收益模型,crowding_max_return_20d,20日最大单日涨幅,-0.009045725797707634
120,2023,基础回撤模型,risk_volatility_20d,20日波动率风险,0.013414569224550848
120,2023,基础回撤模型,risk_volatility_60d,60日波动率风险,0.01681526898205187
120,2023,基础回撤模型,risk_drawdown_60d,距60日高点回撤风险,0.0013112997388010177
120,2023,基础回撤模型,risk_max_return_20d,20日最大单日涨幅风险,-0.0001285662246491328
120,2023,增强回撤模型,risk_volatility_20d,20日波动率风险,0.009577235256752041
120,2023,增强回撤模型,risk_volatility_60d,60日波动率风险,0.0387544138938691
120,2023,增强回撤模型,risk_drawdown_60d,距60日高点回撤风险,0.0037688630401553668
120,2023,增强回撤模型,risk_max_return_20d,20日最大单日涨幅风险,0.00427638944796505
120,2023,增强回撤模型,risk_downside_volatility_60d,60日下行波动率风险,0.007534689946846121
120,2023,增强回撤模型,risk_residual_volatility_60d,60日残差波动率风险,-0.006691734249644325
120,2023,增强回撤模型,risk_liquidity_pressure_60d,60日流动性压力,0.0014322789832330463
120,2023,增强回撤模型,risk_cvar_60d,60日尾部损失（CVaR）,-0.005285611436738072
120,2023,增强回撤模型,risk_market_beta_60d,60日沪深300 Beta,0.0063540789499380475
120,2023,增强回撤模型,risk_healthcare_beta_60d,60日医疗板块Beta,-0.01241757307496043
120,2023,增强回撤模型,risk_limit_up_extreme_up_60d,涨停与极端上涨风险,-0.007699712852883844
120,2023,增强回撤模型,risk_gap_extreme_down_60d,跳空与极端下跌风险,-0.012718653016486552
120,2023,增强回撤模型,risk_crowding_quarter_change,拥挤度季度变化,-0.006595364678743395
120,2023,增强回撤模型,risk_intraday_atr_20d,20日日内振幅/ATR,0.004836662584601066
120,2024,收益模型,trend_5d,5日趋势,-0.003257963294649579
120,2024,收益模型,trend_20d,20日趋势,0.0037095385743006735
120,2024,收益模型,trend_60_ex_20,60日剔除近20日趋势,0.0007471907010939077
120,2024,收益模型,trend_120_ex_20,120日剔除近20日趋势,0.026627422489082
120,2024,收益模型,value_bp,账面市值比（BP）,0.0029767745060388035
120,2024,收益模型,value_ep,盈利收益率（EP）,-0.0034947388600951265
120,2024,收益模型,liquidity_turnover_20d,20日平均换手率,-0.01009738349479899
120,2024,收益模型,crowding_max_return_20d,20日最大单日涨幅,-0.0036157484766377312
120,2024,基础回撤模型,risk_volatility_20d,20日波动率风险,0.019564241882036905
120,2024,基础回撤模型,risk_volatility_60d,60日波动率风险,0.016653032358304197
120,2024,基础回撤模型,risk_drawdown_60d,距60日高点回撤风险,0.0004549775357365908
120,2024,基础回撤模型,risk_max_return_20d,20日最大单日涨幅风险,-0.00037904950658252973
120,2024,增强回撤模型,risk_volatility_20d,20日波动率风险,0.008852428260223762
120,2024,增强回撤模型,risk_volatility_60d,60日波动率风险,0.02546483439764475
120,2024,增强回撤模型,risk_drawdown_60d,距60日高点回撤风险,0.003381689910911583
120,2024,增强回撤模型,risk_max_return_20d,20日最大单日涨幅风险,0.002295686525429198
120,2024,增强回撤模型,risk_downside_volatility_60d,60日下行波动率风险,-0.0005459907405782021
120,2024,增强回撤模型,risk_residual_volatility_60d,60日残差波动率风险,0.0006685097246868326
120,2024,增强回撤模型,risk_liquidity_pressure_60d,60日流动性压力,-0.0015559650449850726
120,2024,增强回撤模型,risk_cvar_60d,60日尾部损失（CVaR）,0.0008148539697127625
120,2024,增强回撤模型,risk_market_beta_60d,60日沪深300 Beta,0.005775097202822217
120,2024,增强回撤模型,risk_healthcare_beta_60d,60日医疗板块Beta,-0.009252835665341927
120,2024,增强回撤模型,risk_limit_up_extreme_up_60d,涨停与极端上涨风险,-0.003773529625123243
120,2024,增强回撤模型,risk_gap_extreme_down_60d,跳空与极端下跌风险,-0.009415277972578838
120,2024,增强回撤模型,risk_crowding_quarter_change,拥挤度季度变化,-0.006315945403244111
120,2024,增强回撤模型,risk_intraday_atr_20d,20日日内振幅/ATR,0.014326770632641293
120,2025,收益模型,trend_5d,5日趋势,0.005800550199824905
120,2025,收益模型,trend_20d,20日趋势,-0.0029048715414041254
120,2025,收益模型,trend_60_ex_20,60日剔除近20日趋势,-0.0010554197623735943
120,2025,收益模型,trend_120_ex_20,120日剔除近20日趋势,0.010056194860156815
120,2025,收益模型,value_bp,账面市值比（BP）,0.007811929800449527
120,2025,收益模型,value_ep,盈利收益率（EP）,-0.005216185763061108
120,2025,收益模型,liquidity_turnover_20d,20日平均换手率,-0.010241483023742606
120,2025,收益模型,crowding_max_return_20d,20日最大单日涨幅,-0.0026957840398877954
120,2025,基础回撤模型,risk_volatility_20d,20日波动率风险,0.018838766502201433
120,2025,基础回撤模型,risk_volatility_60d,60日波动率风险,0.016044515880997097
120,2025,基础回撤模型,risk_drawdown_60d,距60日高点回撤风险,0.001204849795796225
120,2025,基础回撤模型,risk_max_return_20d,20日最大单日涨幅风险,1.2187562230723714e-05
120,2025,增强回撤模型,risk_volatility_20d,20日波动率风险,0.0022306663546885525
120,2025,增强回撤模型,risk_volatility_60d,60日波动率风险,0.008653710489014237
120,2025,增强回撤模型,risk_drawdown_60d,距60日高点回撤风险,0.00472675296516934
120,2025,增强回撤模型,risk_max_return_20d,20日最大单日涨幅风险,0.0028965347622127396
120,2025,增强回撤模型,risk_downside_volatility_60d,60日下行波动率风险,-0.00437478025240639
120,2025,增强回撤模型,risk_residual_volatility_60d,60日残差波动率风险,0.016251028541796695
120,2025,增强回撤模型,risk_liquidity_pressure_60d,60日流动性压力,-0.0013336069996245624
120,2025,增强回撤模型,risk_cvar_60d,60日尾部损失（CVaR）,0.0028411615147038963
120,2025,增强回撤模型,risk_market_beta_60d,60日沪深300 Beta,0.006861060265027554
120,2025,增强回撤模型,risk_healthcare_beta_60d,60日医疗板块Beta,-0.005644872267925942
120,2025,增强回撤模型,risk_limit_up_extreme_up_60d,涨停与极端上涨风险,-0.005561850398312491
120,2025,增强回撤模型,risk_gap_extreme_down_60d,跳空与极端下跌风险,-0.00895500684029994
120,2025,增强回撤模型,risk_crowding_quarter_change,拥挤度季度变化,-0.006046253564388169
120,2025,增强回撤模型,risk_intraday_atr_20d,20日日内振幅/ATR,0.021372728909382473
