trade_date,market_close,healthcare_close,market_ret_20d,market_ret_60d,market_ma60_gap,market_state,market_normalized,healthcare_ret_20d,healthcare_ret_60d,healthcare_ma60_gap,healthcare_state,healthcare_normalized,market_regime
2025-03-20,3974.9918,2.109558482870989,0.011732532796300266,0.013502791689637306,0.02040944479359208,上涨,133.85905195334772,0.02481573137052573,0.02235330064669694,0.05274193880289557,上涨,210.9558482870989,风险偏好
2025-03-21,3914.6956,2.0786048785353453,-0.01602345037406583,-0.006898822645989622,0.005047906945886638,转弱,131.82855916883696,0.0036409055275226088,0.006410904068170131,0.03718080810559776,上涨,207.86048785353452,医疗独立行情
2025-03-24,3934.8486,2.0587735127367615,-0.008783573458349125,-0.002690406336289808,0.01026781835353252,转弱,132.5072175434318,-0.0003222494720401814,-0.000699610161817743,0.027297680990088224,转弱,205.87735127367614,防御状态
2025-03-25,3932.2951,2.066091137952485,0.00169261119908648,0.0011586803732961393,0.009592548978787363,上涨,132.42122765807835,0.013774434082255649,-0.0050590965156256384,0.03103915001501001,上涨,206.6091137952485,风险偏好
2025-03-26,3919.3566,2.0730423535594857,-0.010248813536705703,-0.0036138148031262807,0.00633188169351917,转弱,131.98551975455555,0.002870828046003693,0.023961735226429415,0.03409077709629993,上涨,207.30423535594858,医疗独立行情
2025-03-27,3932.4117,2.106417751806516,-0.008997771461261905,-0.012871614801580056,0.00990550443786864,转弱,132.42515419836903,0.012167875052272237,0.030932568636820257,0.05018752887875033,上涨,210.64177518065162,医疗独立行情
2025-03-28,3915.1662,2.0994256227293486,0.006456860038795975,-0.017679241653469457,0.005779930356691221,上涨,131.8444067662708,0.03443889087422214,0.037690059171303414,0.0460386996139488,上涨,209.94256227293485,风险偏好
2025-03-31,3887.3056,2.072457263229179,-0.0003004263523648243,-0.025122257036467754,-0.0009487751852362836,下跌,130.90619262886014,0.011480654019302428,0.026655266273346356,0.03214052713400428,上涨,207.2457263229179,医疗独立行情
2025-04-01,3887.6841,2.144489320578126,0.0006340180202886181,-0.023447847312506265,-0.0004518399358214298,修复,130.9189387309186,0.03685034531850806,0.055464266154453545,0.06701638311421965,上涨,214.44893205781258,医疗独立行情
2025-04-02,3884.3858,2.1437885977265405,-0.004659697892460901,-0.028674049961154635,-0.0008088820015610398,下跌,130.80786748014074,0.04520491131925031,0.0631046246443272,0.06554329548945148,上涨,214.37885977265404,医疗独立行情
2025-04-03,3861.5034,2.1347421156233772,-0.0239453557495507,-0.01865544147390985,-0.00638227902997357,下跌,130.0372957344538,0.0228698250038204,0.08272029948630233,0.059615236189520804,上涨,213.47421156233773,医疗独立行情
2025-04-07,3589.4406,1.8959133840530615,-0.08990172779038852,-0.06045306516980231,-0.07547205351766806,下跌,120.87549860074066,-0.08359209152365477,-0.017689036781470824,-0.05866556096487563,下跌,189.59133840530615,防御状态
2025-04-08,3650.759,1.9282503056540914,-0.07077038093395294,-0.03295374019168651,-0.059175898197019294,下跌,122.94041427963494,-0.07924587091755364,0.011356804423293454,-0.04278156442125014,下跌,192.82503056540915,防御状态
2025-04-09,3686.7943,1.9442550784070622,-0.0646015085391779,-0.021803146891841596,-0.0495539073499387,下跌,124.15391391373593,-0.07067852794518448,0.0028819161227082724,-0.03488111791262993,下跌,194.42550784070622,防御状态
2025-04-10,3735.1151,1.9946252822082584,-0.048919041314473,-0.01606657138480483,-0.03684453173891111,下跌,125.78113147871991,-0.0416540816559976,0.04005770377950646,-0.010506487230119488,下跌,199.46252822082585,防御状态
2025-04-11,3750.5167,2.009357437654157,-0.04117584935578311,-0.010212826914321682,-0.03271212176993821,下跌,126.29978502023533,-0.02937898731895272,0.05370550615984859,-0.0040414926453624656,下跌,200.9357437654157,防御状态
2025-04-14,3759.1422,2.0401619083246585,-0.061752402006441165,-0.005485654256554895,-0.03040111771976961,下跌,126.59025134336675,-0.03196562511937129,0.07758477177949286,0.010001469477607161,转弱,204.01619083246584,防御状态
2025-04-15,3761.2348,2.0402297756929815,-0.05893553112504646,0.007703777482460428,-0.029981275500409188,下跌,126.66072028172219,-0.03395856305806311,0.10320579885836012,0.008446938708528418,转弱,204.02297756929815,防御状态
2025-04-16,3772.8204,2.0078560236050866,-0.05861246045728363,0.013514365161384267,-0.027203715440139664,下跌,127.0508688682704,-0.054823809341418395,0.07970454319900355,-0.0087651411215659,下跌,200.78560236050868,防御状态
2025-04-17,3772.2221,2.011309241103867,-0.059335643793477,-0.012646747926568946,-0.02715598309534606,下跌,127.0307209346863,-0.053227206144102146,0.04837361650569716,-0.007817989690363958,下跌,201.1309241103867,防御状态
2025-04-18,3772.523,2.008313766865062,-0.050935652244615826,-0.006191474979359901,-0.026980085066827475,下跌,127.04085383325803,-0.0479933203217664,0.05814106255456797,-0.010193674452100843,下跌,200.8313766865062,防御状态
2025-04-21,3784.8806,2.045760026492412,-0.03316094359929289,-0.0040793250449771,-0.02372771587140199,下跌,127.45699975346312,-0.01580139274284631,0.07728510994520477,0.007047828063963424,转弱,204.5760026492412,防御状态
2025-04-22,3783.9522,2.0642377115646298,-0.03834871816923269,-0.007447047850811073,-0.023848046463242678,下跌,127.42573560246953,0.002654103908984462,0.08008256278707493,0.014869302967405185,上涨,206.42377115646298,医疗独立行情
2025-04-23,3786.8824,2.0512156275285323,-0.036979091421699195,-0.011174312273486087,-0.022912360111721264,下跌,127.52441097433662,-0.007199832645666593,0.06393652508811387,0.007449501913148637,转弱,205.12156275285324,防御状态
2025-04-24,3784.3574,2.057457926012135,-0.03444422485057885,-0.012591169813713443,-0.023361185221163927,下跌,127.4393808351091,-0.007517659984414671,0.07325673339057315,0.009355066628213171,转弱,205.74579260121348,防御状态
2025-04-25,3786.9937,2.0475776871633538,-0.03697934272751757,-0.002639677688003772,-0.022638693898357376,下跌,127.52815903552317,-0.027933710961512537,0.07719979408903477,0.003304182873183681,转弱,204.75776871633536,防御状态
2025-04-28,3781.6188,2.03010697003706,-0.034110276084831304,-0.005816663945225065,-0.02393297680272477,下跌,127.34715765123251,-0.03301791306241719,0.07000621692934494,-0.006334223412527762,下跌,203.01069700370599,防御状态
2025-04-29,3775.0767,2.043620770531992,-0.028870614134376305,-0.015076716659660927,-0.025379267436688058,下跌,127.126850453672,-0.013914155533540584,0.07325836511680062,-0.0008566703396958308,下跌,204.36207705319922,防御状态
2025-04-30,3770.5705,2.0578041167074734,-0.03012425829557508,-0.012184627401855552,-0.026347791538628984,下跌,126.97510280480584,-0.040422306158784393,0.08245772028082543,0.0047942399833278415,转弱,205.78041167074736,防御状态
2025-05-06,3808.5424,2.0845621960190286,-0.01952519752286197,0.0035460604200463486,-0.016599488025212827,下跌,128.25381803004666,-0.027626978597759422,0.0861893326273766,0.016491477970181467,转弱,208.45621960190286,防御状态
2025-05-07,3831.627,2.081462888032014,-0.007736986584033545,-0.0029156626543647146,-0.010591125688541259,下跌,129.03119892193234,-0.024958156398111386,0.07195906065264812,0.013828894913969103,转弱,208.14628880320137,防御状态
2025-05-08,3852.8963,2.0903862952188343,0.07339742577158126,-0.010225928370385828,-0.004928462249204513,修复,129.7474490368914,0.10257478680277621,0.059438386680271904,0.01720682690854991,上涨,209.03862952188342,医疗独立行情
2025-05-09,3846.1566,2.0789477362385553,0.053522459302298486,-0.014074424557949827,-0.006434281612497483,修复,129.52048759952442,0.0781524214686149,0.029868061042568117,0.011146247125602748,上涨,207.89477362385554,医疗独立行情
2025-05-12,3890.6096,2.079172148716029,0.055282525526308746,0.001924836405386987,0.005016782067525538,上涨,131.01745582886318,0.06939267990468867,0.04055067431626935,0.010591621680940522,上涨,207.9172148716029,风险偏好
2025-05-13,3896.2583,2.0944538990798716,0.04314276687216423,-0.006021487951985649,0.006578234710577391,上涨,131.20767751102335,0.05004880754398755,0.04665366691015427,0.017250055261405217,上涨,209.44538990798716,风险偏好
2025-05-14,3943.2108,2.090545911671125,0.05137801412802667,0.009748946759857269,0.01854120744338772,上涨,132.7888171593717,0.04040519247374541,0.050650221475748713,0.01452433643999762,上涨,209.0545911671125,风险偏好
2025-05-15,3907.1992,2.0859704757809507,0.03938584712225035,-0.008075458583041928,0.009377545662783815,上涨,131.57611562994384,0.022453398070699793,0.022016475463665364,0.011936123583422997,上涨,208.59704757809507,风险偏好
2025-05-16,3889.0854,2.105750247573102,0.03399165614441291,-0.014772489515435971,0.004950381787228064,上涨,130.96612793254218,0.032114261178188164,0.023890121899198702,0.02112594901791076,上涨,210.5750247573102,风险偏好
2025-05-19,3877.1453,2.1063105434991143,0.02765170056862498,-0.009107993188173014,0.002018817802595274,上涨,130.56404145119947,0.04903465125813833,0.04790980933194522,0.020603318915134006,上涨,210.63105434991144,风险偏好
2025-05-20,3898.1705,2.1461908271594785,0.033388383997856375,-0.010656850957481256,0.007634867603644402,上涨,131.27207142477815,0.06706158520983307,0.05750406135720265,0.03894795271934903,上涨,214.61908271594785,风险偏好
2025-05-21,3916.3807,2.1559793047442954,0.038133021322865446,-0.0031854241798566774,0.012396592923316296,上涨,131.8853054213567,0.07352712525082006,0.04736679544634592,0.042866055595501606,上涨,215.59793047442955,风险偏好
2025-05-22,3913.8651,2.135448644232645,0.03407888217134247,-0.016232200327565227,0.012027879800217356,上涨,131.80059182997422,0.0438412211494863,0.031087549700816508,0.032399324166609844,上涨,213.54486442326447,风险偏好
2025-05-23,3882.2741,2.147867739960136,0.025983917027281755,-0.0220274649811929,0.004237674313955386,上涨,130.73675534350443,0.04051375862720641,0.0429391953176268,0.03766405494085712,上涨,214.7867739960136,风险偏好
2025-05-26,3860.1067,2.128397103871748,0.019336301544510492,-0.01669629020718999,-0.0012141932744462736,修复,129.99026143922248,0.0376271881451149,0.04434626810229103,0.02750978888009259,上涨,212.83971038717482,医疗独立行情
2025-05-27,3839.3969,2.1526210325138218,0.014543948729578426,-0.03044095628387211,-0.006056073083585356,修复,129.29285265610415,0.046252759436075985,0.04136841856590334,0.038489664139605084,上涨,215.26210325138217,医疗独立行情
2025-05-28,3836.2366,2.1399776538939412,0.013003163960901176,-0.03323473994295367,-0.00630878634130605,修复,129.18642859709396,0.045126476670389604,0.02829395201571394,0.03190156693960411,上涨,213.99776538939412,医疗独立行情
2025-05-29,3858.6998,2.200517437973013,0.02038306981126703,-0.008058742298007737,-0.00035490809276228497,修复,129.942883655904,0.08394162004815064,0.08424932669293339,0.05963785308616054,上涨,220.0517437973013,医疗独立行情
2025-05-30,3840.2323,2.216258758092634,0.01725941091475036,-0.012406281353882331,-0.0049318824506084935,修复,129.32098500394994,0.08447652815531947,0.08166421469104601,0.06578669650744073,上涨,221.6258758092634,医疗独立行情
2025-06-03,3852.0127,2.2681110322628575,0.021599437008272382,-0.008547287711421658,-0.0017362208390551137,修复,129.71769353945717,0.10219967675634711,0.09662085255266106,0.08897797084394132,上涨,226.81110322628575,医疗独立行情
2025-06-04,3868.7429,2.286055025781883,0.015806703372923003,-0.008668055870661218,0.0027459851230913213,上涨,130.28108808809245,0.09665954325932491,0.11456696011313916,0.09553333132275243,上涨,228.6055025781883,风险偏好
2025-06-05,3877.5557,2.2628903938978215,0.011986735660856285,-0.019887888917875518,0.005371907336833681,上涨,130.5778617954129,0.08716345936743752,0.0842725612002928,0.08291105583037206,上涨,226.28903938978215,风险偏好
2025-06-06,3873.9841,2.2585756279607403,0.005473233214192685,-0.01775607152337144,0.004749924621292756,上涨,130.45758708441687,0.08045849378490066,0.09170418056251384,0.07921314817162561,上涨,225.85756279607403,风险偏好
2025-06-09,3885.2459,2.3177008202709066,0.01016321072314108,-0.01108630626263718,0.007860522260172864,上涨,130.83683160796235,0.11484323529187312,0.10671970023015986,0.10549725573787283,上涨,231.77008202709067,风险偏好
2025-06-10,3865.4652,2.3230863315023784,-0.006462843252121653,-0.0192698527080003,0.003058640196236473,转弱,130.17071054854947,0.11731312529218707,0.11039648720938611,0.10603526853508405,上涨,232.30863315023785,医疗独立行情
2025-06-11,3894.6252,2.3163936880616673,-0.0004191457224486106,-0.008302617250854682,0.010767973626986782,转弱,131.15268237424218,0.10596546864998913,0.11294409833913321,0.1007955176158779,上涨,231.63936880616674,医疗独立行情
2025-06-12,3892.1992,2.339795944376159,-0.012936564284110719,-0.0049545461087801,0.010223041665899046,转弱,131.07098608997845,0.11922724648787586,0.13023948175629685,0.109547323325635,上涨,233.9795944376159,医疗独立行情
2025-06-13,3864.1822,2.284366845177782,-0.011009676701407956,-0.03553537629955417,0.0035692979206576325,转弱,130.1275051352311,0.09510986454520887,0.08390693010518091,0.0817505900093971,上涨,228.4366845177782,医疗独立行情
2025-06-16,3873.7951,2.283837946627954,-0.003931592759572777,-0.030772838666733304,0.006601759485956427,转弱,130.4512224522133,0.08457208980984321,0.08138902685782456,0.08003493233107939,上涨,228.3837946627954,医疗独立行情
2025-06-17,3870.3786,2.259656214666526,-0.0017452789298353366,-0.034269909229502904,0.006312553156283318,转弱,130.33617078066052,0.07280297373086575,0.0637083675659853,0.06746065911040877,上涨,225.9656214666526,医疗独立行情
2025-06-18,3874.9708,2.2330914563492312,-0.005951432858054884,-0.03371360002872703,0.008097148476132299,转弱,130.4908145055558,0.04049063489138449,0.05117114457404104,0.05400936530066214,上涨,223.3091456349231,医疗独立行情
2025-06-19,3843.0912,2.1926945927328108,-0.018713579096128252,-0.03318260933267836,0.00037560440267880857,转弱,129.41725932673705,0.017029517819453277,0.039409246312374524,0.03426581523847405,上涨,219.2694592732811,医疗独立行情
2025-06-20,3846.6443,2.1929404612934995,-0.017175042645184657,-0.01738354828916966,0.001596199940669063,转弱,129.5369110446338,0.026922594095684316,0.05500592437689211,0.03345287565567712,上涨,219.29404612934997,医疗独立行情
2025-06-23,3857.9016,2.2231588309446044,-0.006277892640295546,-0.019555263193607897,0.004862946592742556,转弱,129.91600402931732,0.03505387672793381,0.07984623718483874,0.04634270937328289,上涨,222.31588309446045,医疗独立行情
2025-06-24,3904.0342,2.251182959912359,0.011379866779330339,-0.007186871605846634,0.017003819727641867,上涨,131.46953329701114,0.05768935496916994,0.08958550693136491,0.05799631508745229,上涨,225.1182959912359,风险偏好
2025-06-25,3960.0662,2.2590613753382423,0.03142923306522438,0.010386806854982389,0.03141789643179904,上涨,133.35642785590056,0.04944685628204604,0.08973237881963936,0.060154245916505866,上涨,225.90613753382422,风险偏好
2025-06-26,3946.0195,2.2375315323025693,0.028617343361981185,0.0034604209930511054,0.027698660819854837,上涨,132.88340098196508,0.04558640050802265,0.06224490862916765,0.048974782522272386,上涨,223.75315323025694,风险偏好
2025-06-27,3921.7578,2.252913724237254,0.016341773983039598,0.0016836066882677247,0.02135073726401715,上涨,132.0663808913132,0.023810893456270632,0.0731095685630263,0.05492094962147642,上涨,225.29137242372542,风险偏好
2025-06-30,3936.0791,2.2866843435866375,0.024958594301704107,0.01254686536607763,0.024863493701182016,上涨,132.5486550033603,0.03177678835417841,0.10336863594652024,0.06894683011232727,上涨,228.66843435866375,风险偏好
2025-07-01,3942.762,2.334467688711516,0.023558930633847508,0.014167277634517639,0.026358248692120778,上涨,132.77370368353593,0.0292563527555596,0.08858909499356904,0.08967104626790823,上涨,233.4467688711516,风险偏好
2025-07-02,3943.6849,2.307140493619341,0.019371150251416225,0.01526601708820996,0.026334444191301154,上涨,132.80478262036488,0.009223517194318687,0.07619776318711313,0.0755485786408081,上涨,230.7140493619341,风险偏好
2025-07-03,3968.0676,2.3456484915195177,0.023342514460849673,0.0275965573408532,0.032202880150661084,上涨,133.62587742263915,0.03657185422893838,0.09879712137245789,0.09171136750136477,上涨,234.56484915195176,风险偏好
2025-07-04,3982.2034,2.3574473838880188,0.02793488491602214,0.10942172994867216,0.03411908434432931,上涨,134.101904766042,0.04377615462739648,0.24343622642100615,0.09328870355798213,上涨,235.74473838880186,风险偏好
2025-07-07,3965.1746,2.3430400498037196,0.020572365831465156,0.08612335133598248,0.028297632255322558,上涨,133.52845477203118,0.010932916496897649,0.21511198153754485,0.08313458678710339,上涨,234.30400498037196,风险偏好
2025-07-08,3998.4527,2.355085729620431,0.034404009121592916,0.08453370994958953,0.03553280093610267,上涨,134.64910486162597,0.013774519562240295,0.21130491352501157,0.08526783925656956,上涨,235.5085729620431,风险偏好
2025-07-09,3991.4006,2.355591124844829,0.024848450115302567,0.06861515459055068,0.03256417273870382,上涨,134.41162325970666,0.01692175081687508,0.18096925064388225,0.0824996875291335,上涨,235.5591124844829,风险偏好
2025-07-10,4010.0243,2.3764557222147356,0.03027211454131118,0.06919249286371665,0.036222644221743705,上涨,135.0387819939369,0.015667938021129757,0.1826943667071752,0.08902596131709495,上涨,237.64557222147354,风险偏好
2025-07-11,4014.807,2.4070953081390396,0.03897973547934663,0.06801147346860148,0.036317445992105624,上涨,135.19984086398972,0.0537253739347221,0.17985503911093992,0.09998404925121385,上涨,240.70953081390397,风险偏好
2025-07-14,4017.6678,2.426436517641789,0.0371399870891469,0.06817787605283243,0.03591307648865527,上涨,135.29617916985194,0.0624381301766086,0.18929570901769077,0.10557052972259151,上涨,242.64365176417888,风险偏好
2025-07-15,4019.0644,2.4198596267024564,0.03841634510897718,0.06526788288146457,0.0351777601354597,上涨,135.343210097553,0.07089725020829007,0.20519579006348332,0.09913497475068311,上涨,241.98596267024564,风险偏好
2025-07-16,4007.2019,2.4523715793314667,0.0341244119826658,0.06229214340269107,0.031082303344074136,上涨,134.943736819697,0.09819576460192336,0.21929116080903177,0.11019548593721962,上涨,245.23715793314668,风险偏好
2025-07-17,4034.491,2.4988041696786065,0.04980360601382561,0.06944106106178816,0.036939051282722346,上涨,135.86270552163498,0.13960429234437233,0.2442299659077627,0.12704471305959908,上涨,249.88041696786064,风险偏好
2025-07-18,4058.5486,2.515817549046137,0.055088093276521644,0.0723055834310864,0.041900884758235835,上涨,136.6728524830131,0.1472347715095692,0.22977158438258738,0.13072287702825602,上涨,251.58175490461372,风险偏好
2025-07-21,4085.6072,2.5342637829418977,0.059023174670914225,0.07971955882529369,0.047495333875358314,上涨,137.58405902768692,0.13993824807609756,0.2276995855390136,0.13501722650363734,上涨,253.42637829418976,风险偏好
2025-07-22,4118.9582,2.5353562452577703,0.055051771831302165,0.08769107802238585,0.05454968380376135,上涨,138.70716404684597,0.12623286974261494,0.23602619404405045,0.13141772477744484,上涨,253.53562452577702,风险偏好
2025-07-23,4119.7685,2.5307165452117313,0.040328189463095354,0.08863092582111842,0.05324970944152452,上涨,138.7344511445949,0.12025134546546568,0.23002104354906017,0.12538597647663452,上涨,253.07165452117312,风险偏好
2025-07-24,4149.0368,2.5774196332903996,0.051448630702407794,0.09560171700312048,0.059098550839550734,上涨,139.72007000556619,0.15190315581298774,0.25876524707644744,0.141671141059587,上涨,257.74196332903995,风险偏好
2025-07-25,4127.1634,2.5776207864264933,0.052375901438890704,0.0913747837301846,0.05196858401898652,上涨,138.9834766402676,0.14412760626205157,0.269697028023818,0.13716378991071365,上涨,257.7620786426493,风险偏好
2025-07-28,4135.8242,2.601334760180789,0.05074722710730084,0.09556031007264032,0.05256306380202158,上涨,139.27513170158306,0.13760115928402517,0.27290483522714126,0.14293871947273207,上涨,260.1334760180789,风险偏好
2025-07-29,4152.0247,2.650039235967455,0.05307515391494588,0.10116617631204616,0.0549791235496222,上涨,139.82068844239703,0.13517923112918107,0.28779955995401996,0.15931012412474543,上涨,265.0039235967455,风险偏好
2025-07-30,4151.2379,2.6471797467352265,0.05262920473184862,0.08998074959070967,0.053250681187397175,上涨,139.79419271426073,0.14738558577438288,0.269897224362339,0.15332808513172558,上涨,264.71797467352263,风险偏好
