ts_code,price_date,latest_close_qfq,trading_days,ret_5d,ret_20d,ret_60d,ret_120d,ret_250d,ma20_gap,ma60_gap,drawdown_60d,drawdown_250d,above_ma20,above_ma60,volatility_20d,market_beta_60d,healthcare_beta_60d,market_beta_percentile,healthcare_beta_percentile,market_beta_bucket,healthcare_beta_bucket,name,healthcare_subindustry,classification_confidence,market,valuation_as_of_date,latest_turnover_rate,latest_pe_ttm,latest_pb,total_mv,market_cap_100m,price_stale_days,pe_valid,pb_valid,pe_percentile_sub,pb_percentile_sub,valuation_score,valuation_status,valuation_coverage,ret_5d_market_pct,ret_5d_sub_pct,ret_20d_market_pct,ret_20d_sub_pct,ret_60d_market_pct,ret_60d_sub_pct,ret_120d_market_pct,ret_120d_sub_pct,momentum_score,overheat_score,volatility_percentile,stale_risk,risk_score,data_completeness_score,research_score,temperature,group,signal_label,subindustry_rank,subindustry_count,market_rank
688488.SH,2026-07-24,15.0,1459,-0.0234375,0.2942191544434858,-0.15062287655719142,-0.17446340121078707,-0.00990099009900991,0.005159820411445359,0.01445028066457743,-0.14089347079037806,-0.32310469314079426,True,True,0.8953474085453339,0.683464811635132,1.7128187285983898,0.7677419354838709,0.9451612903225807,高Beta,高Beta,艾迪药业,生物制品/创新药,medium,科创板,2026-07-24,2.3832,,6.4768,631174.2,63.117419999999996,0,False,True,,0.4642857142857143,45.535714285714285,仅PB有效,0.4,0.6148867313915858,0.5357142857142857,0.9644012944983819,0.9285714285714286,0.40129449838187703,0.35714285714285715,0.551948051948052,0.5357142857142857,67.71145739977563,80.42071197411003,0.8225806451612904,0.0,72.74611128510283,73.00000000000001,56.09888631852852,偏热,B,弱趋势/数据不足,11,28,74
600332.SH,2026-07-24,21.59,1833,-0.026600541027953062,0.09205867475973695,-0.010978467473059972,-0.12657329793876826,-0.1623340798551124,0.002670381980726999,0.008059455975155005,-0.047219770520741444,-0.19454548922084447,True,True,0.286504559733351,0.036350180196659865,0.5117330839256241,0.13870967741935483,0.08709677419354839,低Beta,低Beta,白云山,中药,high,主板,2026-07-24,0.629,11.9165,0.8873,3510082.5531,351.00825531000004,0,True,True,0.06451612903225806,0.08108108108108109,92.88578901482127,PE+PB有效,1.0,0.5663430420711975,0.4864864864864865,0.6601941747572816,0.43243243243243246,0.8284789644012945,0.7837837837837838,0.6558441558441559,0.4864864864864865,67.61193361544886,75.45307443365697,0.035483870967741936,0.0,53.52682952291471,100.0,70.75958299453742,偏热,B,估值便宜待确认,15,37,75
600572.SH,2026-07-24,4.21,1833,-0.016355140186915973,0.0850515463917525,-0.014375077079617937,-0.04456927603122718,-0.03825585715037616,0.0076591670655818955,0.023385465543427353,-0.04535147392290251,-0.1161298768143133,True,True,0.2813850469104938,0.08258723297498519,0.5485616132662751,0.18064516129032257,0.1064516129032258,低Beta,低Beta,康恩贝,中药,high,主板,2026-07-24,1.4826,22.1077,1.4728,1068722.0141,106.87220141,0,True,True,0.5483870967741935,0.2972972972972973,55.2048823016565,PE+PB有效,1.0,0.6925566343042071,0.7297297297297297,0.6343042071197411,0.3783783783783784,0.8252427184466019,0.7567567567567568,0.801948051948052,0.7837837837837838,67.43098249915214,77.28155339805824,0.03225806451612903,0.0,54.74224866896335,100.0,61.0484727745609,偏热,B,弱趋势/数据不足,16,37,76
300298.SZ,2026-07-24,15.02,1833,-0.0402555910543132,0.10036630036630023,-0.07682851874615859,-0.18590785907859075,-0.3197463768115941,0.002302225484635212,-0.026897452786386,-0.12927536231884063,-0.359761295822677,True,False,0.3381758539600776,0.08135354131060546,0.6834111112328438,0.1774193548387097,0.1935483870967742,低Beta,低Beta,三诺生物,医疗设备,high,创业板,2026-07-24,1.4659,70.7482,2.81,836382.5418,83.63825418,0,True,True,0.85,0.5,29.000000000000004,PE+PB有效,1.0,0.40129449838187703,0.42857142857142855,0.7022653721682848,0.8571428571428571,0.6537216828478964,0.8095238095238095,0.5162337662337663,0.8571428571428571,67.39581478859196,68.70550161812298,0.08064516129032258,0.0,49.70675435849253,100.0,55.231475719381294,偏热,B,弱趋势/数据不足,4,22,77
002901.SZ,2026-07-24,43.49,1833,-0.027069351230425087,0.052359833175321446,0.052611293111564095,-0.10862439059654083,0.16446689444142093,-0.022487216357362505,0.03345130422440579,-0.09827907941115477,-0.29719555493428595,False,True,0.4317179604727007,0.31311928200265904,0.6575069147306825,0.4483870967741935,0.18064516129032257,中Beta,低Beta,大博医疗,医疗耗材,high,主板,2026-07-24,0.8283,27.9985,4.8345,1800570.8055,180.05708055,0,True,True,0.391304347826087,0.76,46.12173913043478,PE+PB有效,1.0,0.5631067961165048,0.6,0.4692556634304207,0.72,0.889967637540453,0.96,0.6915584415584416,0.625,67.3950207877275,61.60194174757281,0.26129032258064516,0.0,48.34716567491387,100.0,59.715372404008114,偏热,B,弱趋势/数据不足,5,25,78
600329.SH,2026-07-24,36.61,1832,-0.03429174360327081,0.09501800492159163,-0.0035083523528196547,-0.09472691461528815,0.23921219029550755,-0.02516874333947594,-0.026437669503372674,-0.10923145795791711,-0.1804610689554187,False,False,0.40116270577831986,0.2508931352790186,0.6453508670891854,0.36129032258064514,0.1774193548387097,中Beta,低Beta,达仁堂,中药,high,主板,2026-07-24,0.5949,12.9292,3.7479,2819315.5984,281.93155984,0,True,True,0.12903225806451613,0.918918918918919,55.501307759372274,PE+PB有效,1.0,0.4692556634304207,0.40540540540540543,0.6731391585760518,0.4594594594594595,0.8414239482200647,0.8108108108108109,0.737012987012987,0.7027027027027027,66.65253757526989,61.084142394822,0.20967741935483872,0.0,46.952448063472175,100.0,61.82398227548418,偏热,B,弱趋势/数据不足,17,37,79
688617.SH,2026-07-24,207.5,1343,0.016260162601625883,0.14470127434214142,-0.16233284216856003,-0.12808439836201035,-0.2872679773974137,0.030011814111410073,-0.007181310910085004,-0.1429331461644836,-0.37216611773816055,True,False,0.5832778614661919,0.31076846586551765,0.7881341966296499,0.44516129032258067,0.3096774193548387,中Beta,低Beta,惠泰医疗,医疗耗材,high,科创板,2026-07-24,0.9054,33.8753,9.891,2936730.9,293.67309,0,True,True,0.5652173913043478,1.0,26.08695652173913,PE+PB有效,1.0,0.8576051779935275,0.8,0.8220064724919094,0.92,0.37216828478964403,0.52,0.6525974025974026,0.5833333333333334,66.58731908066311,79.01294498381878,0.5387096774193548,0.0,66.08325503706024,100.0,51.56164232327361,偏热,B,弱趋势/数据不足,6,25,80
000538.SZ,2026-07-24,51.0,1823,-0.008168028004667427,0.0851063829787233,-0.03262147758336875,-0.07292180084732724,-0.045182182943089066,0.02297686267037058,0.018650676849948367,-0.04232348683444731,-0.11254565775205116,True,True,0.23749408668549188,-0.17203785391988863,0.3236716368355629,0.03870967741935484,0.02903225806451613,低Beta,低Beta,云南白药,中药,high,主板,2026-07-24,0.4308,17.3125,2.1616,9099739.26,909.973926,0,True,True,0.3870967741935484,0.5675675675675675,54.07149084568439,PE+PB有效,1.0,0.7508090614886731,0.8378378378378378,0.6375404530744336,0.40540540540540543,0.7864077669902912,0.6216216216216216,0.7694805194805194,0.7567567567567568,66.54147316472472,79.70873786407768,0.00967741935483871,0.0,55.98966489195114,100.0,60.04430687646325,偏热,B,弱趋势/数据不足,18,37,81
600380.SH,2026-07-24,10.05,1833,-0.020467836257309857,0.08180839612486568,-0.055184681818360004,-0.13689415098100421,-0.10689396830781828,-0.00598387814648127,0.0021508684860152005,-0.0755763793330716,-0.24746774071623423,False,True,0.3698988413603939,0.261958981734897,0.826687784611845,0.3870967741935484,0.35161290322580646,中Beta,中Beta,健康元,化学制药/创新药,medium,主板,2026-07-24,0.6759,13.9846,1.1778,1838600.667,183.86006669999998,0,True,True,0.16666666666666666,0.09375,86.25,PE+PB有效,1.0,0.656957928802589,0.75,0.6181229773462783,0.59375,0.7281553398058253,0.78125,0.6396103896103896,0.5625,66.50613142892668,70.87378640776699,0.12580645161290321,0.0,52.127779517694954,100.0,68.64701192970176,偏热,B,估值便宜待确认,8,32,82
603367.SH,2026-07-24,13.84,1833,-0.02466525722339674,0.1116465863453815,-0.09024042021022471,-0.24153846516984634,-0.08990049111182663,-0.015577210327903934,-0.014379299956112868,-0.12015257469802931,-0.5849090933029859,False,False,0.7309279038009452,0.5397412141017449,1.3791728761177202,0.667741935483871,0.8419354838709677,高Beta,高Beta,辰欣药业,化学制药/创新药,medium,主板,2026-07-24,4.0063,15.3412,0.9912,626611.6744,62.66116744,0,True,True,0.3333333333333333,0.0625,77.5,PE+PB有效,1.0,0.5889967637540453,0.65625,0.7346278317152104,0.71875,0.6148867313915858,0.65625,0.3409090909090909,0.25,66.1624821606338,66.89320388349515,0.667741935483871,0.0,60.18008142812402,100.0,65.04547708216167,偏热,B,估值便宜待确认,9,32,83
300888.SZ,2026-07-24,28.88,1416,-0.0337905654064905,0.07801418439716312,-0.06703422090112188,-0.19918089727087795,-0.2507370896193014,0.0012480931909584214,-0.007894108322587745,-0.09285323655404465,-0.3262392629925652,True,False,0.39727938539841157,0.3156334680898808,0.7515923332155822,0.4645161290322581,0.26129032258064516,中Beta,低Beta,稳健医疗,医疗器械其他,medium,创业板,2026-07-24,0.541,21.8399,1.433,1683620.248,168.3620248,0,True,True,0.25,0.2,77.0,PE+PB有效,1.0,0.47572815533980584,0.6,0.6051779935275081,0.8,0.6893203883495146,0.8,0.4707792207792208,0.6,65.94107850603046,70.22653721682848,0.1935483870967742,0.0,53.02954379371542,100.0,65.86021553456096,偏热,B,估值便宜待确认,2,5,84
603456.SH,2026-07-24,13.98,1833,-0.03319502074688796,0.08878504672897192,0.005174417160304534,-0.2594563673889926,-0.12469491154838575,-0.04521240267722981,0.03559519556594082,-0.1278852152214598,-0.35562207002343527,False,True,0.6775144964716759,0.327240159537429,1.2117832493307417,0.4838709677419355,0.7387096774193549,中Beta,高Beta,九洲药业,CXO/CDMO,high,主板,2026-07-24,2.8112,18.9067,1.3865,1232630.58,123.263058,0,True,True,0.08,0.06666666666666667,92.53333333333333,PE+PB有效,1.0,0.4886731391585761,0.5,0.6504854368932039,0.6,0.8543689320388349,0.6,0.2987012987012987,0.23333333333333334,65.79227764344412,60.08090614886731,0.6258064516129033,0.0,54.57276333646518,100.0,69.42278541893003,偏热,B,估值便宜待确认,12,30,85
600252.SH,2026-07-24,2.11,1833,-0.018604651162790753,0.192090395480226,-0.13877551020408174,-0.19771863117870725,-0.21561338289962828,0.042490118577074965,-0.015934706568208723,-0.15600000000000003,-0.2990033222591362,True,False,0.5137641283409978,-0.005663594298157725,0.927221050781208,0.11290322580645161,0.45806451612903226,低Beta,中Beta,中恒集团,中药,high,主板,2026-07-24,1.5278,,1.2766,671858.4141,67.18584141000001,0,False,True,,0.21621621621621623,66.62162162162161,仅PB有效,0.4,0.6763754045307443,0.6756756756756757,0.9061488673139159,0.918918918918919,0.43042071197411,0.16216216216216217,0.4772727272727273,0.21621621621621623,65.58591719525657,81.37540453074433,0.4129032258064516,0.0,65.22084768765006,73.00000000000001,61.223828569411836,偏热,B,弱趋势/数据不足,19,37,86
600511.SH,2026-07-24,27.09,1833,-0.01705370101596515,0.054085603112840275,-0.02350871419532652,-0.043928998197412694,-0.052375429066208845,-0.002614042192850108,0.005097368594224383,-0.03697120511908991,-0.09275890948010812,False,True,0.21608327411595513,0.14641693543913697,0.43090220012616093,0.2806451612903226,0.05806451612903226,低Beta,低Beta,国药股份,医药流通,high,主板,2026-07-24,0.6789,10.1596,1.0732,2043948.627,204.3948627,0,True,True,0.16666666666666666,0.5714285714285714,67.14285714285715,PE+PB有效,1.0,0.6893203883495146,0.8571428571428571,0.4886731391585761,0.5,0.8090614886731392,0.8571428571428571,0.8051948051948052,0.8571428571428571,65.12700200375038,68.88349514563106,0.0064516129032258064,0.0,48.347478860006255,100.0,63.60979365896357,偏热,B,弱趋势/数据不足,4,14,87
688062.SH,2026-07-24,31.09,1093,0.002903225806451637,0.20410534469403552,-0.1604104779908183,-0.21131405377980728,-0.0028864656831302238,-0.0287713598450533,-0.003541609910097665,-0.16424731182795704,-0.4815741203935301,False,False,0.86513954995999,0.7741448138439244,1.7282928638327373,0.8161290322580645,0.9516129032258065,高Beta,高Beta,迈威生物,生物制品/创新药,medium,科创板,2026-07-24,3.6364,,130.027,1388884.1918,138.88841918,0,False,True,,0.9642857142857143,3.0357142857142843,仅PB有效,0.4,0.8090614886731392,0.6428571428571429,0.919093851132686,0.8214285714285714,0.3851132686084142,0.32142857142857145,0.41883116883116883,0.35714285714285715,65.03005388098443,67.57281553398057,0.7838709677419354,0.0,62.9783902286251,73.00000000000001,45.33020236572546,偏热,B,弱趋势/数据不足,12,28,88
002219.SZ,2026-07-24,1.97,1830,-0.005050505050505083,0.12571428571428567,-0.15086206896551724,-0.2088353413654619,-0.09216589861751145,0.0316836868290129,-0.04492566257272146,-0.17573221757322177,-0.2836363636363637,True,False,0.5104865457947444,0.0017437021130173075,0.8035730261933026,0.12258064516129032,0.33225806451612905,低Beta,低Beta,新里程,医疗服务,high,主板,2026-07-24,1.671,264.026,3.4475,680028.5749,68.00285749,0,True,True,1.0,0.8333333333333334,6.666666666666665,PE+PB有效,1.0,0.7734627831715211,0.75,0.7702265372168284,0.8333333333333334,0.39805825242718446,0.6666666666666666,0.42857142857142855,0.75,64.62916788165218,72.65372168284789,0.4,0.0,58.85760517799352,100.0,46.615526618958945,偏热,B,弱趋势/数据不足,2,12,89
688621.SH,2026-07-24,55.22,1217,-0.04098645362973241,0.09564669695270211,-0.04320079537521293,-0.23666928468501813,0.07211859028569712,0.00925731309457456,0.014516805973841862,-0.08309381317227549,-0.32753537274763167,True,True,0.8128766711107219,0.8260118853928036,1.4132555916565883,0.8419354838709677,0.8483870967741935,高Beta,高Beta,阳光诺和,CXO/CDMO,high,科创板,2026-07-24,2.2548,31.7292,4.9326,618464.0,61.8464,0,True,True,0.28,0.8666666666666667,48.53333333333333,PE+PB有效,1.0,0.3883495145631068,0.4666666666666667,0.6796116504854369,0.6333333333333333,0.7669902912621359,0.5,0.3538961038961039,0.3,64.58482887663257,77.02265372168284,0.7419354838709677,0.0,68.75456728259735,100.0,55.571045566923274,偏热,B,弱趋势/数据不足,13,30,90
300358.SZ,2026-07-24,8.3,1823,0.04534005037783384,0.09933774834437092,-0.14287192058921738,-0.2927245493375553,0.022483679590152184,0.02185287780855627,-0.019514304771745206,-0.15922275744544734,-0.3107702604244159,True,False,0.5320960197853181,0.43682101347281616,0.8787250139597935,0.5838709677419355,0.4064516129032258,中Beta,中Beta,楚天科技,医疗设备,high,创业板,2026-07-24,7.6335,17.9305,1.0655,593526.858,59.3526858,0,True,True,0.1,0.09090909090909091,90.36363636363637,PE+PB有效,1.0,0.9223300970873787,0.9523809523809523,0.6990291262135923,0.8095238095238095,0.41423948220064727,0.6666666666666666,0.22727272727272727,0.42857142857142855,64.2162531977482,72.24919093851133,0.43870967741935485,0.0,59.348627205345025,100.0,67.21836692875625,偏热,B,估值便宜待确认,5,22,91
002173.SZ,2026-07-24,18.81,1833,0.056148231330713116,0.1654275092936801,-0.1927038626609444,-0.34980988593155893,0.2981366459627328,0.0714285714285714,-0.03453467582572678,-0.2591571484836549,-0.4914841849148419,True,False,0.9232665530536468,0.3018737806416691,0.9956571859187222,0.41935483870967744,0.5290322580645161,中Beta,中Beta,创新医疗,医疗服务,high,主板,2026-07-24,21.8141,,4.8126,830055.7683,83.00557683,0,False,True,,1.0,0.0,仅PB有效,0.4,0.9449838187702265,0.9166666666666666,0.8543689320388349,0.9166666666666666,0.2783171521035599,0.4166666666666667,0.1038961038961039,0.25,63.75623943979443,74.72491909385114,0.8548387096774194,0.0,69.40421755924419,73.00000000000001,42.84311102999003,偏热,B,弱趋势/数据不足,3,12,92
600529.SH,2026-07-24,18.59,1833,-0.011170212765957532,0.036809815950920255,-0.01666109687720496,-0.09659581290786967,-0.14101759350132292,0.0011039607959286712,0.004142469057299314,-0.0563451776649746,-0.19311025004471205,True,True,0.2117383993301146,0.2758749309671548,0.3325132770484573,0.3967741935483871,0.035483870967741936,中Beta,低Beta,山东药玻,医疗耗材,high,主板,2026-07-24,0.9737,18.49,1.4728,1233658.6119,123.36586118999999,0,True,True,0.08695652173913043,0.16,88.38260869565218,PE+PB有效,1.0,0.7378640776699029,0.68,0.3883495145631068,0.64,0.8220064724919094,0.88,0.7272727272727273,0.6666666666666666,63.74803216555084,66.0032362459547,0.0032258064516129032,0.0,46.26678150120054,100.0,68.40445424806346,偏热,B,估值便宜待确认,7,25,93
600812.SH,2026-07-24,4.67,1824,-0.03112033195020758,0.11190476190476195,-0.09921263173360273,-0.16332561168138904,-0.32436181815606446,-0.00032109600770635627,-0.0012326082252672732,-0.12110092292512264,-0.3292282364692448,False,False,0.42470781113992884,0.08443222845777255,0.9448345255145982,0.18387096774193548,0.49032258064516127,低Beta,中Beta,华北制药,化学制药/创新药,medium,主板,2026-07-24,0.9444,49.7553,1.4437,801246.0968,80.12460968,0,True,True,0.7083333333333334,0.1875,50.0,PE+PB有效,1.0,0.5080906148867314,0.5625,0.7378640776699029,0.75,0.5728155339805825,0.53125,0.577922077922078,0.53125,63.70969776967015,72.26537216828478,0.25161290322580643,0.0,55.61801858231547,100.0,57.38311587445477,偏热,B,弱趋势/数据不足,10,32,94
605507.SH,2026-07-24,15.53,1206,-0.02937500000000004,0.05646258503401369,-0.0673224488139832,-0.16142982363357772,0.08105807069288318,-0.007223678322572202,-0.012146984706019603,-0.07694959116726585,-0.23568270420756166,False,False,0.5014275821546574,-0.007724757771330885,0.7798439821650994,0.1032258064516129,0.3032258064516129,低Beta,低Beta,国邦医药,原料药,high,主板,2026-07-24,0.6195,15.8518,1.3943,1214994.0537,121.49940537,0,True,True,0.125,0.16666666666666666,85.83333333333334,PE+PB有效,1.0,0.5339805825242718,0.8888888888888888,0.49838187702265374,0.7222222222222222,0.686084142394822,0.8888888888888888,0.5844155844155844,0.6666666666666666,63.66271964462741,65.45307443365695,0.38387096774193546,0.0,53.494571458398575,100.0,66.63177940134999,偏热,B,估值便宜待确认,2,18,95
300146.SZ,2026-07-24,9.7,1832,-0.03578528827037786,0.04978354978354971,-0.08143939393939403,-0.19130313233095508,-0.13526853328801858,0.012473252961745285,-0.015395026222297492,-0.09683426443202992,-0.22538614207945895,True,False,0.40075564834898547,0.3345894072120613,0.5879485637347774,0.49032258064516127,0.13548387096774195,中Beta,低Beta,汤臣倍健,营养品/维生素,high,创业板,2026-07-24,1.6648,22.4994,1.4243,1640926.787,164.0926787,0,True,True,0.6666666666666666,0.6666666666666666,33.333333333333336,PE+PB有效,1.0,0.44336569579288027,0.3333333333333333,0.4563106796116505,1.0,0.6440129449838188,1.0,0.5,0.3333333333333333,63.50155818038766,67.5242718446602,0.2064516129032258,0.0,51.39602254932666,100.0,53.72486485916693,偏热,B,弱趋势/数据不足,1,3,96
000650.SZ,2026-07-24,5.26,1833,-0.027726432532347522,0.08280276065889547,-0.028203997178437246,-0.11277737673433685,-0.04028671835028619,0.0051878359344932345,0.0022418260160650405,-0.061946913943075055,-0.23031541656867682,True,True,0.26229597005439864,0.07759681270194307,0.5575158255595618,0.17419354838709677,0.11290322580645161,低Beta,低Beta,仁和药业,中药,high,主板,2026-07-24,1.1695,19.9409,1.1406,736367.4932,73.63674932,0,True,True,0.45161290322580644,0.10810810810810811,68.57890148212729,PE+PB有效,1.0,0.5501618122977346,0.4594594594594595,0.6245954692556634,0.35135135135135137,0.7961165048543689,0.6486486486486487,0.6785714285714286,0.5675675675675675,62.903673570271415,74.06148867313915,0.016129032258064516,0.0,52.16562271635869,100.0,62.062086105240866,偏热,B,弱趋势/数据不足,20,37,97
002821.SZ,2026-07-24,158.22,1833,-0.023273041545774475,0.03750819672131156,0.3556917433631177,0.5515461017762613,0.6452786807083115,-0.04224311964091687,0.16118258400415764,-0.1917241379310345,-0.1917241379310345,False,True,0.9640809673993593,1.2382629046786444,1.2138188511456498,0.9580645161290322,0.7419354838709677,高Beta,高Beta,凯莱英,CXO/CDMO,high,主板,2026-07-24,2.7943,51.4128,3.1796,5708276.982,570.8276982,0,True,True,0.52,0.5333333333333333,47.46666666666667,PE+PB有效,1.0,0.6181229773462783,0.6,0.39158576051779936,0.4666666666666667,0.9838187702265372,0.9666666666666667,0.9805194805194806,0.9666666666666667,62.734217821064064,52.055016181229774,0.8806451612903226,0.0,54.051414552667296,100.0,56.39948517640501,中性,B,弱趋势/数据不足,14,30,98
600422.SH,2026-07-24,8.73,1831,-0.024581005586592042,0.13376623376623376,-0.11460446247464495,-0.3109707971586425,-0.38589679831244494,0.018669778296382944,0.007520821712285519,-0.08394543546694633,-0.4148793565683646,True,True,0.4938993444269627,-0.2377213946766266,0.820767556205261,0.01935483870967742,0.34516129032258064,低Beta,中Beta,昆药集团,中药,high,主板,2026-07-24,1.3335,56.1583,1.2656,660839.8734,66.08398734000001,0,True,True,0.8064516129032258,0.1891891891891892,44.04533565823889,PE+PB有效,1.0,0.5954692556634305,0.5135135135135135,0.7864077669902912,0.7027027027027027,0.5145631067961165,0.24324324324324326,0.18506493506493507,0.05405405405405406,61.775232296986275,80.85760517799352,0.3774193548387097,0.0,64.14871072136965,100.0,53.45416668454604,偏热,B,弱趋势/数据不足,21,37,99
603858.SH,2026-07-24,15.44,1833,-0.007712082262210873,0.0744606819763396,-0.04691358024691361,-0.09865732632807933,-0.08525932232792166,-0.007329304359007471,-0.0035280956888391612,-0.07600239377618201,-0.21228125459207647,False,False,0.3911265473538944,0.3680598337857331,0.7735932216741557,0.5225806451612903,0.2903225806451613,中Beta,低Beta,步长制药,中药,high,主板,2026-07-24,0.4764,43.5437,1.5931,1628253.6096,162.82536096,0,True,True,0.7419354838709677,0.32432432432432434,42.51089799476896,PE+PB有效,1.0,0.7540453074433657,0.8648648648648649,0.5857605177993528,0.2972972972972973,0.7540453074433657,0.5945945945945946,0.7207792207792207,0.6756756756756757,61.58476585236379,68.72168284789643,0.17096774193548386,0.0,51.52453283223718,100.0,54.849904085274936,偏热,B,弱趋势/数据不足,22,37,100
000513.SZ,2026-07-24,29.959999999999997,1833,-0.020594965675057253,0.0538163911361238,-0.03603756671457936,-0.12455100253676843,-0.17822013154027805,-0.016285789335434786,-0.0017952261401353864,-0.048586852969196626,-0.2854820597014217,False,False,0.3372254828733084,0.20591794229631818,0.6866493359594278,0.3225806451612903,0.2064516129032258,低Beta,低Beta,丽珠集团,生物制品/生物科技,medium,主板,2026-07-24,0.9519,13.5484,1.8334,2660169.9712,266.01699712,0,True,True,0.058823529411764705,0.4,80.47058823529412,PE+PB有效,1.0,0.6537216828478964,0.6,0.4854368932038835,0.5,0.7799352750809061,0.7,0.6623376623376623,0.65,61.42192183139327,63.980582524271846,0.07741935483870968,0.0,46.33479486376448,100.0,65.02058092809482,偏热,B,估值便宜待确认,7,20,101
002007.SZ,2026-07-24,12.75,1833,-0.03262518968133532,0.051980198019802026,-0.08413369293141171,-0.14003722076546832,-0.14995829429508,-0.01468315301391021,-0.030648585376500725,-0.1141520534975391,-0.22958974076630856,False,False,0.3624402526260375,0.11382080680437773,0.8048605923136977,0.22580645161290322,0.33548387096774196,低Beta,中Beta,华兰生物,疫苗,high,主板,2026-07-24,0.6264,27.1422,1.9861,2327756.025,232.7756025,0,True,True,0.375,0.7272727272727273,48.40909090909091,PE+PB有效,1.0,0.49838187702265374,0.6363636363636364,0.46601941747572817,0.8181818181818182,0.6375404530744336,0.9090909090909091,0.6363636363636364,0.7272727272727273,61.10792132820677,57.50809061488673,0.10967741935483871,0.0,42.44921181751749,100.0,57.399643751569165,中性,B,弱趋势/数据不足,1,11,102
600062.SH,2026-07-24,16.63,1833,-0.017720023626698223,0.06602564102564101,-0.06677890011223353,-0.10687432867884006,-0.10843758872443476,-0.013114948667734883,-0.022119427266579783,-0.07713651498335183,-0.21221511727536035,False,False,0.400631839426227,0.1297554749640296,0.7379044547072553,0.24838709677419354,0.24516129032258063,低Beta,低Beta,华润双鹤,化学制药/创新药,medium,主板,2026-07-24,0.7704,10.6278,1.4251,1727162.6975,172.71626975,0,True,True,0.041666666666666664,0.125,92.5,PE+PB有效,1.0,0.6828478964401294,0.78125,0.540453074433657,0.4375,0.6957928802588996,0.75,0.698051948051948,0.625,61.065512091858864,63.75404530744338,0.2032258064516129,0.0,48.69234784424262,100.0,67.46045507847893,偏热,B,估值便宜待确认,11,32,103
600739.SH,2026-07-24,10.5,1833,-0.003795066413662118,0.046859421734795736,-0.08456843940714909,-0.1518578352180937,-0.10946613664143934,0.004496316846838377,-0.025883662677428365,-0.13079470198675502,-0.21289355322338832,True,False,0.4223888450229495,0.7061493250450745,0.7916901448670781,0.7870967741935484,0.31290322580645163,高Beta,低Beta,辽宁成大,疫苗,high,主板,2026-07-24,0.94,17.0023,0.5423,1598431.695,159.84316950000002,0,True,True,0.125,0.09090909090909091,88.86363636363637,PE+PB有效,1.0,0.7831715210355987,1.0,0.43042071197411,0.7272727272727273,0.6310679611650486,0.8181818181818182,0.6006493506493507,0.6363636363636364,60.7964321712374,61.213592233009706,0.24838709677419354,0.0,47.817256498590666,100.0,66.52117991886293,偏热,B,估值便宜待确认,2,11,104
688363.SH,2026-07-24,36.33,1629,0.003868471953578423,0.07680673354588596,-0.1609169675654386,-0.19795159416169394,-0.286197295253538,0.005479610792911815,-0.020798126858073696,-0.15743288576986258,-0.3912452599687257,True,False,0.5358480036896125,0.31464442084370925,1.0343928248495655,0.4612903225806452,0.5612903225806452,中Beta,中Beta,华熙生物,医美/美妆,high,科创板,2026-07-24,1.3305,68.6735,2.4544,1749936.9006,174.99369006,0,True,True,1.0,0.6666666666666666,13.333333333333336,PE+PB有效,1.0,0.8122977346278317,1.0,0.598705501618123,0.6666666666666666,0.3818770226537217,1.0,0.474025974025974,1.0,60.755473108506095,66.03559870550161,0.45161290322580644,0.0,55.257177158367256,100.0,46.498040624681906,偏热,B,弱趋势/数据不足,2,3,105
603883.SH,2026-07-24,11.97,1833,-0.024449877750611138,0.11531533447465536,-0.12510238930217987,-0.2102245150852794,-0.35476077276158646,0.020963084798266696,-0.005750865538636907,-0.1313029393425611,-0.3724565159159158,True,False,0.3400467932543138,0.10471488537646292,0.7395304023425043,0.2064516129032258,0.25161290322580643,低Beta,低Beta,老百姓,零售药房,high,主板,2026-07-24,1.0128,22.9934,1.336,908391.5694,90.83915694000001,0,True,True,0.6666666666666666,0.3333333333333333,46.66666666666667,PE+PB有效,1.0,0.6051779935275081,0.5,0.7475728155339806,0.6666666666666666,0.4627831715210356,0.5,0.4253246753246753,0.5,60.521966198048204,76.18122977346277,0.08709677419354839,0.0,55.068796325294905,100.0,54.71952693670136,偏热,B,弱趋势/数据不足,3,6,106
002727.SZ,2026-07-24,10.95,1833,-0.03268551236749129,0.10829959514170029,-0.09964494187748141,-0.18341424032551046,-0.3128982194134734,0.028700267743905217,-0.02698616968672163,-0.14521505984993976,-0.28913054775796465,True,False,0.39899394642308406,-0.005753931525463328,0.7781699486519144,0.10967741935483871,0.3,低Beta,低Beta,一心堂,零售药房,high,主板,2026-07-24,1.6807,22.9694,0.8573,641236.4895,64.12364895,0,True,True,0.5,0.16666666666666666,63.33333333333333,PE+PB有效,1.0,0.4919093851132686,0.3333333333333333,0.7216828478964401,0.5,0.56957928802589,0.6666666666666666,0.5227272727272727,0.6666666666666666,60.50097987536959,73.10679611650485,0.2,0.0,55.1747572815534,100.0,58.85770766632207,偏热,B,弱趋势/数据不足,4,6,107
