test_year,horizon_sessions,healthcare_benchmark,model,factor,factor_label,standardized_coefficient
2025,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,healthcare_return_20d,医药指数20日收益,1.1713482531341769e-17
2025,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,healthcare_relative_20d,医药相对大盘20日强弱,-6.7566185334034215e-18
2025,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,market_ma60_gap,沪深300距MA60,1.525664977644025e-18
2025,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,healthcare_ma60_gap,医药指数距MA60,-6.381097206280701e-18
2025,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,market_beta_x_market_return,大盘Beta×沪深300趋势,0.0029578411043202028
2025,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,healthcare_beta_x_healthcare_return,医药Beta×医药趋势,-0.0010415838432194524
2025,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,healthcare_beta_x_relative_strength,医药Beta×医药相对强弱,-0.0037320550809179644
2025,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,market_beta_x_market_ma60,大盘Beta×大盘MA60位置,-0.004532919239100487
2025,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,healthcare_beta_x_healthcare_ma60,医药Beta×医药MA60位置,0.0004604449093427297
2025,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,market_beta_change_60d,大盘Beta近期变化,5.188775841109262e-05
2025,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,healthcare_beta_change_60d,医药Beta近期变化,8.933886825282708e-06
2025,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,residual_momentum_20d,20日残差动量,-0.0035183670639415726
2025,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,residual_volatility_60d,60日残差波动率,-0.00011888159477366267
2025,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,two_factor_r_squared_60d,双因子拟合度R²,0.0035374693108871764
2026,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,market_beta_60d,60日大盘Beta,-0.0003536029417235657
2026,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,healthcare_beta_60d,60日医药Beta,-0.0031840510719061883
2026,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,market_return_20d,沪深300 20日收益,-1.701711556090842e-17
2026,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,healthcare_return_20d,医药指数20日收益,2.9852485156678083e-17
2026,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,healthcare_relative_20d,医药相对大盘20日强弱,-1.541542269084253e-17
2026,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,market_ma60_gap,沪深300距MA60,8.601594311497489e-18
2026,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,healthcare_ma60_gap,医药指数距MA60,-1.6119491450717204e-17
2026,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,market_beta_x_market_return,大盘Beta×沪深300趋势,-0.0010327845767865336
2026,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,healthcare_beta_x_healthcare_return,医药Beta×医药趋势,-0.0004809528038336334
2026,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,healthcare_beta_x_relative_strength,医药Beta×医药相对强弱,-0.0012187385687606076
2026,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,market_beta_x_market_ma60,大盘Beta×大盘MA60位置,-0.001699048703955421
2026,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,healthcare_beta_x_healthcare_ma60,医药Beta×医药MA60位置,-0.0006172957196784422
2026,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,market_beta_change_60d,大盘Beta近期变化,-0.0011118638209529537
2026,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,healthcare_beta_change_60d,医药Beta近期变化,-0.0012559315550139416
2026,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,residual_momentum_20d,20日残差动量,-0.002480503181673605
2026,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,residual_volatility_60d,60日残差波动率,-0.0025272481402084553
2026,20,中证全指医药卫生ETF,4. 交互项+残差动量+Beta变化,two_factor_r_squared_60d,双因子拟合度R²,0.0002994517345288893
